id,approximation,detail_level_1,detail_level_2,detail_level_3,detail_level_4
tt1396484,[ 2.4522374  -4.57351831],[5.1030658  0.27512377],[3.43702874 0.44748874 0.16082058 0.        ],"[ 3.72439116  0.73189934 -0.30063269 -0.34987986 -0.12075085 -0.05235898
  0.        ]","[ 4.11122341 -0.90024107  1.89926999 -0.91845733  0.29413921 -0.45202463
  0.08196574  0.01461104  0.0373882   0.19772912 -0.02913096  0.12512543
  0.        ]"
tt1398426,[ 2.70080221 -4.96335322],[5.26007923 0.20819195],[4.0553908  0.49073038 0.16025997 0.        ],"[ 3.92581927  0.83846725 -0.2198974   0.00399071 -0.0583135   0.00901108
  0.        ]","[ 2.9926447  -0.3858212   1.57711173 -0.73318208  0.3106049  -0.48594138
  0.36866576  0.07605546  0.01928544  0.12955114  0.00465911  0.04946469
  0.        ]"
tt14051976,[ 3.63001859 -0.06434266],[2.87820407 0.09025126],[ 4.09676749  0.50985059 -0.01186105  0.        ],"[ 3.49142722  1.64985384 -0.26627273  0.03883934 -0.01231092 -0.0266285
  0.        ]","[ 3.45080478e+00 -5.91137846e-01  2.04452372e+00  8.75449573e-01
 -8.71099305e-01  3.20770441e-01  1.96099527e-03  3.20915899e-03
 -1.31585524e-02  1.29875307e-02 -3.78786832e-03 -1.99184512e-02
  0.00000000e+00]"
tt14061478,[2.12426755 0.31283057],[ 2.67366182 -0.04301112],[ 2.84521221 -0.88618879  0.30071228  0.        ],"[ 1.83497493 -0.1418899   0.48494279 -0.37710576  0.18419431 -0.10168324
  0.        ]","[ 2.94223113 -0.9124132   0.04705231 -0.89680853  0.50620116  1.27056448
 -0.2996808   0.47674843  0.0267608  -0.06599208 -0.00950364 -0.10821884
  0.        ]"
tt1408253,[ 2.48274403 -4.89713946],[4.52099388 0.62147867],[3.21052771 0.07757336 0.30493614 0.        ],"[ 4.64478744  0.46669842 -0.92137453 -1.1470697  -0.32245437 -0.1957492
  0.        ]","[ 3.08409377 -1.31530578  2.11915525 -1.39288228  0.13962506 -0.90719397
  0.1395225   0.30912779  0.08867617  0.50591271 -0.0851422   0.35228396
  0.        ]"
tt14088510,[ 2.75291028 -5.09009896],[5.41497931 0.2520466 ],[2.83761446 0.68906061 0.11280864 0.        ],"[ 3.64946896e+00  7.97950016e-01  2.38612097e-01  1.91399316e-03
 -3.39776510e-02 -3.70024437e-02  0.00000000e+00]","[ 3.7868305  -0.8733234   1.72841353 -1.04386425  0.36088184 -0.25836467
  0.20836079  0.0408765   0.03614162  0.14082115 -0.02582734  0.13879777
  0.        ]"
tt14097180,[ 2.42196367 -4.40534262],[5.78969344 0.12809498],[3.99069584 0.25569293 0.08935791 0.        ],"[ 3.45404158  1.69662756  0.0122266  -0.21062898 -0.06123963 -0.03963871
  0.        ]","[ 2.86514557e+00  2.28905032e-01  1.71030360e+00  7.69048525e-03
  6.77378444e-02 -1.49719422e-01  1.36782569e-02  7.87520769e-02
 -1.17493525e-03  1.21954509e-02  1.23148293e-03  9.92977361e-02
  0.00000000e+00]"
tt14109724,[ 3.37035142 -6.50697187],[4.69758008 0.66244629],[2.36101455 1.36019723 0.53876869 0.        ],"[ 2.82291053 -0.06135089 -0.69627692 -0.55485562 -0.03566063 -0.06494652
  0.        ]","[ 3.45744271 -0.7298488   1.68064588 -1.91772659  0.42368066 -0.65836292
  0.19318296  0.16757389 -0.01183539  0.46163814 -0.01719841  0.20937934
  0.        ]"
tt1413492,[ 2.76511318 -5.04307314],[5.15778332 0.16369248],[2.86648195 0.75494282 0.13700023 0.        ],"[ 3.50704834e+00  7.48661541e-01 -3.42883043e-01  4.17767917e-02
  3.04887310e-03 -8.42470951e-03  0.00000000e+00]","[ 4.08637289e+00 -6.94172113e-01  2.14802605e+00 -1.16634142e+00
  6.00121420e-02 -5.13771861e-01  2.10430368e-02 -1.56733541e-03
  5.36709333e-02  7.94117489e-02 -1.07800547e-03  4.17238320e-02
  0.00000000e+00]"
tt1418377,[ 2.25753148 -4.0580166 ],[5.36346144 0.05737796],[3.71646504 0.4000002  0.03512722 0.        ],"[ 4.04506641  0.93883735  0.09745321  0.00682096 -0.05986803 -0.01528184
  0.        ]","[ 3.71261166e+00 -8.04726208e-01  1.54597463e+00 -4.74586541e-01
  3.04872977e-01 -1.14902655e-01  7.23845555e-02  4.58502609e-03
 -8.99622678e-04  5.01196566e-02  6.01273236e-04  2.77053289e-02
  0.00000000e+00]"
tt14208870,[0.47677045 0.05534059],[-2.03602371 -1.16091322],[-4.70549904  0.76703522 -0.52237915  0.        ],"[ 0.24019089 -6.44308474 -0.8909042  -1.98796083 -0.62371793 -1.90269655
  0.        ]","[ 0.21703925 -0.06779098 -0.22062254 -2.39784165  0.82723236 -1.55826744
  0.24439044  0.30794053  0.28549339  0.82207011  0.28032928 -0.60975101
  0.        ]"
tt14209916,[ 2.77248106 -5.12954256],[4.87020041 0.25802658],[3.20101918 0.76841891 0.25202071 0.        ],"[ 3.85428171  0.7707283  -0.21141971 -0.20874515 -0.02115136  0.00758034
  0.        ]","[ 3.96938175 -0.69758919  1.83301598 -0.95285678  0.26839952 -0.46599602
  0.12804075  0.10792259  0.03312382  0.14845567  0.00488791  0.03774272
  0.        ]"
tt14230388,[-0.90933043 -0.02281366],[-1.2999267  -0.01295654],[ 1.9271078  -0.09058306 -0.13214874  0.        ],"[-2.045057   -1.17133207 -0.22417999 -0.60815357 -0.40516585  0.04765054
  0.        ]","[ 2.16525487e-01 -3.51473222e+00  3.03166622e+00 -3.28929307e+00
  1.25762539e+00 -1.04086586e+00  1.76003767e-01  5.44034642e-03
 -1.70620367e-03  1.26349976e-02  3.84210959e-02  4.87693923e-02
  0.00000000e+00]"
tt14230458,[ 0.56477067 -2.31232528],[-5.74471852  1.68208525],[-2.60384547  1.94379407  0.2856821   0.        ],"[-0.1960543  -2.09388384 -0.61627472 -0.91588467 -1.67258549 -2.20627624
  0.        ]","[ 6.44287506e-01 -1.51155391e+00  1.03873270e+00 -3.05952692e+00
 -3.52625638e-01 -2.95091462e-02  1.09066933e+00  5.22875077e-01
  1.20341894e-03  8.49001609e-01 -8.76699654e-01  2.49498159e+00
  0.00000000e+00]"
tt1430612,[ 2.27172959 -4.03546285],[ 5.12720476e+00 -4.07253998e-03],[ 3.70910487  0.52205542 -0.01827326  0.        ],"[ 4.29049231  0.8468969   0.17987211  0.01221947  0.01484584 -0.03676317
  0.        ]","[ 4.04979357 -0.53281445  1.52560108 -0.53096231  0.23062365 -0.09644992
  0.0387648  -0.01066262  0.01113753  0.00636424 -0.01288947  0.02650507
  0.        ]"
tt1431045,[ 2.43401306 -4.59076224],[5.25315217 0.33895016],[3.92629235 0.4065295  0.16138877 0.        ],"[ 4.66129005  0.62902842 -0.2067462  -0.33786396 -0.17099168 -0.02701255
  0.        ]","[ 2.31524071 -0.62113137  1.78941131 -0.9561668   0.27628658 -0.40625046
  0.06795574  0.02523793  0.00884995  0.2038624  -0.03580764  0.1342112
  0.        ]"
tt14331144,[ 2.01052172 -3.62637785],[4.67388627 0.06700759],[4.25022335 0.32411325 0.04240732 0.        ],"[ 4.49471256e+00  5.97096183e-01  5.13444956e-02  3.92685114e-03
  2.36035966e-03 -7.24631686e-03  0.00000000e+00]","[ 4.28689828e+00  1.94759540e-02  1.01159147e+00 -2.92892228e-01
  1.30922590e-01 -1.09153988e-01  2.85553853e-02  2.38201218e-02
  3.18294965e-03  2.37071328e-02  2.16373810e-03  1.83676353e-02
  0.00000000e+00]"
tt1433813,[ 0.84727123 -2.41846097],[0.74654695 1.47891431],[-0.18541496 -1.06799209  0.03841436  0.        ],"[ 1.46165837  0.97960796 -2.12255695 -3.53414483 -1.83260027 -1.00040885
  0.        ]","[ 2.56440712 -2.42210269  2.61541827 -1.33297109  0.5916123  -0.0925864
 -1.36870618  1.62058079 -1.40240328  3.65707011 -2.12946836  3.16893951
  0.        ]"
tt14351082,[ 2.82765893 -5.10553069],[5.22688298 0.10103334],[3.77889543 0.86882077 0.08813357 0.        ],"[ 3.80733086e+00  9.04143331e-01 -5.93084143e-02  2.25790054e-01
  2.30658722e-02 -3.55278752e-03  0.00000000e+00]","[ 3.5236914  -0.00705273  1.02950745 -0.29939589  0.10198004  0.11942584
  0.05180426  0.05545917  0.0065417   0.04677859 -0.0038021   0.03444879
  0.        ]"
tt14362112,[ 2.39097985 -4.61321026],[5.27041469 0.46617353],[ 4.8868635   0.35636922 -0.07586836  0.        ],"[ 2.40153757  0.7710559  -0.54383838 -0.57331352  0.081466    0.14168847
  0.        ]","[ 2.98967957 -0.38636162  2.20649568 -1.15846952  0.40049758 -0.8653145
  0.10259144 -0.07508282  0.01239222  0.1520857  -0.03266005  0.06502149
  0.        ]"
tt14439896,[ 3.2512279  -6.02156038],[5.36250579 0.31062815],[3.13731899 1.42915639 0.28632824 0.        ],"[2.66605966 2.27784163 1.46709888 0.50389217 0.07655495 0.07220174
 0.        ]","[-2.11153546  1.01478598 -0.31483595  0.16500863  1.13147007  0.32872461
  0.53857399 -0.12499941  0.2310211  -0.1374223   0.05520771 -0.01228483
  0.        ]"
tt14444726,[-1.16408858 -0.9944324 ],[-0.75709066  0.49650299],[-1.99532376  2.19118684 -0.65712979  0.        ],"[-0.4538401  -1.06297683 -3.60404043 -4.48428138 -2.19238513 -0.50619694
  0.        ]","[ 0.46478199 -1.5449758   1.16307053 -1.93930551  0.57399933 -1.32996275
  0.17344828  0.45071503 -0.48876357  1.21559903 -0.37036882  0.80031782
  0.        ]"
tt14454876,[ 3.67570471 -0.05514048],[2.92784123 0.05520211],[ 4.17205783  0.47948912 -0.05436874  0.        ],"[ 3.38037276e+00  1.87429421e+00  1.87220803e-01 -1.29076961e-01
 -1.30163114e-01  2.58478528e-03  0.00000000e+00]","[ 3.56199004  0.05809534  2.10016487 -1.36879038  0.25459452 -0.24438145
  0.07015649  0.0261527  -0.05208747  0.05877609 -0.02623151  0.08285664
  0.        ]"
tt1448754,[ 2.80723247 -5.05684356],[6.02764065 0.08512465],[4.38689312 0.54144428 0.09641333 0.        ],"[ 1.22541781  1.00783723 -0.01303229 -0.06146393  0.10012402  0.00122802
  0.        ]","[ 2.86136536e+00 -1.10568540e+00  2.00989077e+00 -8.06662638e-01
  2.50906990e-01 -2.67199081e-01  6.36993481e-02  2.03216328e-02
  4.75094144e-02  2.45199723e-02 -1.12519599e-03  4.41876513e-03
  0.00000000e+00]"
tt14537248,[ 3.64837438 -0.92142494],[3.48650628 0.51103538],[ 3.04538051 -0.22499539 -0.30398336  0.        ],"[ 3.68477386  0.53661473 -1.66977867 -1.52510307 -1.40765167 -0.62896496
  0.        ]","[ 3.85431253 -1.01765853  2.07522146 -1.66423856  0.41113995 -1.15905019
  0.26178137  0.42146019 -0.30706145  0.77843027 -0.18852112  0.33302603
  0.        ]"
tt14539740,[ 2.23064357 -4.20368923],[4.66578095 0.30612943],[3.79750865 0.27454318 0.15242479 0.        ],"[ 4.34448385  0.74671759 -0.23570675 -0.4261472  -0.21303633 -0.09015527
  0.        ]","[ 4.19760005 -0.49596191  1.7214498  -0.77823656  0.3011104  -0.47232366
  0.07912549  0.032888    0.01969842  0.19448007 -0.01165188  0.14896007
  0.        ]"
tt1454468,[ 3.17751665 -6.24551986],[5.04648473 0.7670589 ],[1.67197308 0.91767579 0.34050473 0.        ],"[ 2.64318605  0.62396896 -0.76453752 -0.79815416 -0.51643208 -0.24101623
  0.        ]","[ 2.93864318 -1.30333969  2.55443559 -2.00357809  0.54607769 -0.98136531
  0.16005298  0.26739089 -0.01797653  0.43121564 -0.10960572  0.44282981
  0.        ]"
tt14561712,[-0.73508022 -0.13460207],[1.57835534 0.12913258],[-1.98942578 -1.83968779  0.27323551  0.        ],"[-0.24430227 -2.60092757 -2.81662859 -1.25818047 -0.73309032 -0.59547898
  0.        ]","[ 0.72154105 -1.5919738   1.84865846 -3.84524921  1.08702128 -2.06689629
 -0.58658375  0.06966846 -0.34875431  1.11023244 -0.46661259  0.69916255
  0.        ]"
tt14570440,[ 3.02751147 -5.56365511],[4.5875357  0.23324463],[2.56178104 1.53256008 0.15985509 0.        ],"[ 3.32313254  1.29797876 -0.29924148 -0.21972773 -0.07277279 -0.03693987
  0.        ]","[ 2.92311062 -1.08499247  2.6183672  -1.27159115  0.73005557 -0.69015323
  0.24978017 -0.09343258  0.06130646  0.10978129  0.00812568  0.07481788
  0.        ]"
tt1458169,[ 3.01910861 -5.56742812],[5.22532363 0.2573022 ],[3.3073405  0.24913568 0.24234578 0.        ],"[ 3.65753229  0.84768621 -0.0345305  -0.87932336  0.20400848 -0.00833646
  0.        ]","[ 3.17474098e+00 -4.01111687e-01  1.60157583e+00 -9.80569179e-01
  3.46212121e-01 -3.72422648e-01  1.01337145e-01 -2.82271580e-01
  2.88884733e-01  7.36474637e-02  3.06405610e-03  5.27417917e-02
  0.00000000e+00]"
tt14614892,[ 1.88327069 -3.38941377],[4.31808178 0.05319899],[4.13441756 0.38283574 0.03808606 0.        ],"[ 4.7423868   0.45948053  0.20151907 -0.04418672 -0.01762906 -0.00868594
  0.        ]","[ 4.31824577e+00  4.91437207e-04  8.97812554e-01 -4.18643124e-01
  4.18784029e-01 -1.50482870e-01  2.84862852e-02 -8.90270700e-03
  2.22551467e-03  2.66545254e-02  1.64071736e-03  1.97599250e-02
  0.00000000e+00]"
tt1462764,[ 2.75412679 -5.04774118],[5.57940734 0.19480601],[4.42286282 0.52030514 0.13689006 0.        ],"[ 3.91279106e+00  1.13157693e+00  8.76445678e-02 -5.59685392e-02
  1.90859224e-02 -2.88012707e-03  0.00000000e+00]","[ 1.77004214  0.17043847  1.62476085 -0.50443161  0.22163455 -0.21317644
  0.07053156  0.04056233  0.04153955  0.05525089  0.00670299  0.04724807
  0.        ]"
tt1464335,[ 2.53173985 -4.98856617],[4.66786499 0.62703683],[3.59015345 0.07762626 0.25941399 0.        ],"[ 4.61939482  1.08801417 -0.62177626 -0.65098226 -0.32341636 -0.18582415
  0.        ]","[ 2.6975233  -0.88420009  2.28337536 -1.02516926  0.32084993 -0.76278897
  0.08803372  0.19683002  0.01514761  0.42717025 -0.07797108  0.37094424
  0.        ]"
tt14668630,[ 2.17743812 -4.60159402],[4.62409892 0.93933376],[ 2.83093051 -0.16080223  0.56330578  0.        ],"[ 4.0949089   0.91413349 -0.55729174 -1.6643333  -0.93221384 -0.79275428
  0.        ]","[ 2.75913666 -1.44251065  2.76908271 -1.5384104   0.6221915  -0.91547665
  0.2063286  -0.11529229  0.10701331  1.20916615 -0.1616843   0.49617805
  0.        ]"
tt1469304,[ 2.90846038 -5.24810557],[5.78207496 0.09965487],[3.85130408 0.94189589 0.08834459 0.        ],"[ 4.03454968  1.4456171   0.6691134   0.09594659  0.04710669 -0.01921109
  0.        ]","[-0.63508327  1.34812854  1.21468335 -0.10516184  0.66155774  0.01553928
  0.17510571 -0.09561724  0.04232061 -0.0101913   0.0108212   0.01050476
  0.        ]"
tt1477834,[ 2.04212973 -0.18509645],[1.26462844 0.39968282],[3.77475074 0.02547192 0.05201495 0.        ],"[ 0.27767377  0.49248529  0.37539744  0.56560013  0.09008742 -0.28538683
  0.        ]","[-3.69355167  0.78121482 -0.147857    0.48641816  1.04611611 -0.52681084
  1.14043101 -0.68206437  0.59474735 -0.57980408  0.16041361 -0.22510952
  0.        ]"
tt1478839,[ 3.05674878 -5.61293444],[5.78162878 0.22977564],[3.51571645 0.66245771 0.1614732  0.        ],"[ 2.88886104  1.3219996  -0.04127267  0.23410631 -0.04280678  0.00676175
  0.        ]","[ 2.7862276  -0.01959457  1.59256794 -0.5182892   0.21575573 -0.47873777
  0.5358281   0.00712399  0.02154512  0.12211528  0.01475197  0.06460031
  0.        ]"
tt14849194,[-1.43823713 -0.80775439],[0.27759518 0.33626492],[-3.50755925 -0.54088833 -0.41391868  0.        ],"[-0.5632549  -2.28412027 -4.38683308 -2.26630695 -2.71658682 -0.49857259
  0.        ]","[ 0.18320391 -1.12224297  0.52616907 -2.3012793   0.58801263 -1.73869576
 -0.08013469  2.1487212  -1.26346832  1.32320852 -0.26419453  0.65412552
  0.        ]"
tt1485796,[ 2.8841182  -7.34490732],[3.00009659 2.85118208],[-1.03765301 -0.25831803  1.12380822  0.        ],"[-2.22785687  2.1115584   2.31848716  2.26675131 -0.08068435 -1.07123393
  0.        ]","[-0.77570747 -0.49314151  0.13523773  1.32224287  2.42489103 -0.2883968
  1.41017268 -1.5644999   2.09698333 -2.18194306  0.62995619 -1.34269354
  0.        ]"
tt1489887,[ 2.86537871 -5.28072866],[5.7943412  0.24007121],[4.03110585 0.73937074 0.11641037 0.        ],"[ 4.26599108  1.05352601  0.17699601  0.0460491  -0.0950599  -0.02097092
  0.        ]","[ 0.99587375 -0.149959    1.27909673 -0.33865838  0.18820005 -0.18293439
  0.06006862  0.05046051  0.0107681   0.10540886 -0.06159115  0.1163708
  0.        ]"
tt1489889,[ 3.2987785  -6.31599143],[4.97554878 0.58049526],[3.15690172 1.10530491 0.47162878 0.        ],"[ 3.55126374  0.65023154  0.15002459 -0.42036566 -0.05162073  0.04163808
  0.        ]","[ 3.05003847 -0.56340363  1.43938029 -0.88102378  0.71109458 -0.47150989
  0.11072855  0.07693563  0.09395869  0.25269078  0.04680662  0.09167304
  0.        ]"
tt1490017,[ 2.83313411 -0.35045966],[2.57376222 0.21954752],[ 2.83602747  0.58449136 -0.09672385  0.        ],"[ 3.20599883  1.16105027 -1.60916593 -1.43899562 -0.56953932 -0.27714189
  0.        ]","[ 3.17460838 -2.08698891  3.84838205 -3.12526599  0.80825721 -1.2885649
  0.20376433  0.03674903 -0.09115043  0.43233882 -0.20671878  0.31655457
  0.        ]"
tt14966898,[ 3.09005929 -5.65656936],[6.15173649 0.20973938],[2.20064577 0.98721797 0.17075597 0.        ],"[ 2.05887982  1.09034015  0.15920209  0.0332949  -0.07738113  0.04661056
  0.        ]","[ 3.15419301 -1.53811283  1.74972747 -0.83157637  0.26955676 -0.25869397
  0.07444886  0.05967497  0.00632354  0.10931295  0.02196656  0.0298957
  0.        ]"
tt1502397,[ 2.63264552 -5.08847254],[5.05042616 0.52484636],[3.28727048 0.11964033 0.22432112 0.        ],"[ 4.3170524   0.84908425 -0.50372502 -0.93646973 -0.22740076 -0.19562681
  0.        ]","[ 2.6105369  -0.87968482  2.25057591 -1.32219732  0.1099948  -0.72868283
  0.13121304  0.17521356  0.11290004  0.34173349 -0.03592023  0.31249702
  0.        ]"
tt1502407,[ 2.21761806 -3.95229344],[5.30503865 0.01267886],[3.43911552 0.3664842  0.01229508 0.        ],"[ 3.96621172e+00  9.19549893e-01 -6.16214983e-04  4.39781463e-02
  5.38005281e-03 -1.32100934e-03  0.00000000e+00]","[ 4.39874831e+00 -8.30701545e-01  1.37912299e+00 -1.84107827e-01
  1.68463677e-01 -1.59198193e-01  7.01110096e-02  9.60824351e-03
  9.94747831e-03  7.16056419e-03 -5.72036195e-04  3.29631524e-03
  0.00000000e+00]"
tt1502712,[ 2.25767228 -4.10925432],[5.06129689 0.12293321],[4.08894426 0.30530149 0.10201192 0.        ],"[ 4.36387158  0.73393467 -0.02635869 -0.19421468 -0.0048006  -0.01874285
  0.        ]","[ 3.96806024 -0.07817641  1.01049831 -0.35649663  0.20746841 -0.24905981
  0.05804165 -0.08501953  0.08400734  0.06801181 -0.00481284  0.04493947
  0.        ]"
tt15078804,[-0.62163454 -0.61111496],[-0.42222045 -0.16408774],[-1.46228484  1.86709624 -0.96174141  0.        ],"[-0.11637426 -1.17544272 -3.54851103 -4.72229549 -2.41522998 -0.28376517
  0.        ]","[ 1.19342516 -1.68940152  1.34992589 -1.64414815  0.34643112 -1.2906778
  0.11390142  0.88687648 -0.57398493  1.00456532 -0.27276961  0.70609036
  0.        ]"
tt15109082,[-0.93549865 -0.22645828],[1.74266169 0.13854073],[-3.14229995e+00 -1.63402673e+00  1.81044330e-03  0.00000000e+00],"[-0.0673734  -2.61586074 -4.21646996 -1.57703437 -0.92573998 -0.49940293
  0.        ]","[ 0.6118541  -1.03735256  0.89926469 -3.55782256  0.69232399 -2.33358137
 -0.01249567  0.24579126 -0.4677086   1.06430851 -0.43028767  0.39546868
  0.        ]"
tt1517268,[ 3.23229286 -6.26416082],[5.74015383 0.6658231 ],[3.47441808 0.89806242 0.22176765 0.        ],"[ 2.91223737  1.03561139  0.01290513 -0.18618469 -0.18393409 -0.20201909
  0.        ]","[ 2.4288991  -0.30383256  1.57159601 -0.57047314  0.41707572 -0.39063087
  0.17627915  0.06048371  0.04184385  0.19200862 -0.01702352  0.13440368
  0.        ]"
tt1517451,[ 3.20042634 -6.39713219],[5.05746047 0.90962403],[2.86532907 0.68266748 0.62163621 0.        ],"[ 3.15752796  0.67073313 -0.69944115 -0.96610635 -0.59397759 -0.1723672
  0.        ]","[ 2.46845458e+00 -9.56541928e-01  2.20354544e+00 -1.48026438e+00
  4.00630778e-01 -9.01463642e-01  1.87805566e-01  2.42571282e-01
  1.38846218e-02  5.20249057e-01  2.34427461e-03  3.63351568e-01
  0.00000000e+00]"
tt15239678,[ 2.90803427 -5.59028747],[5.08585624 0.540577  ],[2.66743541 0.67122024 0.3030094  0.        ],"[ 3.57887183  0.87098665 -0.23414886 -0.40388279 -0.19812526 -0.07350799
  0.        ]","[ 3.58648936 -0.83801535  2.26540242 -1.06574173  0.4765614  -0.71785533
  0.09512411  0.13181668  0.01863494  0.30617146 -0.02202866  0.22639497
  0.        ]"
tt15242330,[ 2.06925136 -3.70717949],[4.9424252  0.03665624],[5.08758402 0.21973482 0.05939777 0.        ],"[ 4.69695702  0.67237021  0.09653956  0.05310164  0.03440869 -0.01248962
  0.        ]","[ 2.97766042  0.97588211  0.44359031  0.04633516  0.04895804  0.03552615
  0.02291565  0.01091944 -0.01771821  0.02165252 -0.00363751  0.01009117
  0.        ]"
tt1524930,[ 3.22843028 -6.19465601],[5.46850387 0.58528852],[3.0485148  1.10720404 0.22381139 0.        ],"[2.89271456 2.30759242 1.09968761 0.57090413 0.10147945 0.13795795
 0.        ]","[-2.05214142  1.07090217 -0.55735626  0.32432171  1.00177687  0.03274573
  0.78110227 -0.21960155  0.38405349 -0.27355092  0.28676328 -0.11760088
  0.        ]"
tt15255876,[ 3.02497855 -5.54766832],[6.08247656 0.21847973],[3.43803336 0.3520271  0.18913576 0.        ],"[ 2.80378722e+00  1.72389638e+00 -1.20751038e-01  6.29735830e-02
  1.43221018e-03  3.41765521e-02  0.00000000e+00]","[ 2.56252288 -0.12554709  1.55612688 -0.06503056  0.11964982 -0.32351641
  0.38770715  0.00541561  0.0119304   0.10000047  0.00866374  0.02382375
  0.        ]"
tt1528100,[ 3.76033603 -0.0179401 ],[3.99168715 0.06485461],[ 3.15799242 -0.17373115 -0.00631565  0.        ],"[ 4.18919216e+00  9.49422863e-01 -9.62980609e-01 -7.59304801e-01
 -1.30638432e-01  1.62681454e-03  0.00000000e+00]","[ 3.91254091e+00 -7.64843661e-01  1.67005533e+00 -1.36464748e-01
 -1.39740619e-01  2.30258405e-01 -3.34198266e-01  1.08531130e-01
 -1.13670795e-03  2.52776019e-02 -5.32684226e-03  4.13356190e-02
  0.00000000e+00]"
tt1528854,[ 3.05166349 -5.72010698],[5.76068292 0.37919244],[3.9482892  0.49678621 0.24044991 0.        ],"[ 1.43263404  0.64932791 -0.51159665 -0.18116222 -0.20602619 -0.07136015
  0.        ]","[ 2.33544724 -1.10715353  2.19074539 -1.44737469  0.41953677 -0.80301612
  0.50029981  0.11025463  0.00828725  0.26843693 -0.01954082  0.16355315
  0.        ]"
tt15314262,[ 2.62756678 -5.62737512],[4.61125544 1.22932967],[2.73281911 0.75937383 0.72446576 0.        ],"[ 4.15762833  0.18801933 -0.91381139 -0.73098562 -0.64451309 -0.2562996
  0.        ]","[ 3.33791933 -0.79302635  1.85527805 -1.829449    0.28259734 -1.25942696
  0.24066141  0.49746687 -0.05266138  0.45202258 -0.05134458  0.5147967
  0.        ]"
tt15325794,[ 2.57966772 -4.8286856 ],[5.73421006 0.31192671],[3.8040364  0.31137612 0.04943659 0.        ],"[ 3.481592    1.61773283 -0.13312975 -0.00510193 -0.16907389 -0.10882938
  0.        ]","[ 2.98582870e+00 -3.53347261e-01  1.77645381e+00 -3.52610380e-01
  1.93898002e-01 -4.38026421e-01  2.86137524e-01  2.69505073e-02
  2.75251707e-03  1.51628313e-01 -4.04663152e-02  2.05770928e-01
  0.00000000e+00]"
tt15339456,[-0.91745058 -1.6594492 ],[-2.05576572 -0.31454297],[-2.41164426  0.26153805 -1.07664558  0.        ],"[-0.49783042 -0.66708859 -2.3511254  -4.02007775 -3.50614933 -1.25566598
  0.        ]","[ 0.71155544 -1.63582398  1.0609797  -1.5817671   0.32400023 -0.99208419
  0.27459175  1.64587925 -0.77074342  1.45067318 -0.28382502  1.0707809
  0.        ]"
tt15339570,[ 2.93479501 -5.42535701],[5.76658568 0.26735613],[3.05431939 0.72309099 0.22095254 0.        ],"[ 2.8315634   1.2385891   0.08921019 -0.31128035 -0.18959593 -0.01884936
  0.        ]","[ 3.39565558 -0.4164835   1.84892316 -0.83790554  0.16439739 -0.26391307
  0.14653694  0.30544671 -0.03990405  0.36075639 -0.02890071  0.08914492
  0.        ]"
tt15398776,[ 3.20816298 -6.25777488],[5.54808772 0.71276661],[3.34973668 0.96902763 0.19123606 0.        ],"[ 3.19641828  0.88922713 -0.05826918 -0.1506816  -0.23291288 -0.22328843
  0.        ]","[ 2.55249101 -0.37367233  1.77375108 -0.83254388  0.57077019 -0.55486031
  0.18654743  0.0279479   0.02018897  0.25956739 -0.00268518  0.13259718
  0.        ]"
tt15428940,[ 2.22172544 -4.01048714],[5.69819712 0.07811103],[5.08933418 0.04551388 0.01028856 0.        ],"[ 3.66254953  1.08209963 -0.06859492  0.02154113 -0.00533279 -0.04892552
  0.        ]","[ 2.65640892e+00  1.26192659e+00  5.26756764e-01  4.39609938e-01
  1.34194131e-02 -1.15864677e-01  6.92423285e-02  1.23186219e-02
 -1.79198573e-03  3.36637319e-02 -2.07051151e-02  7.60518742e-02
  0.00000000e+00]"
tt15474916,[ 2.89916579 -0.62436247],[2.79427249 0.34795153],[ 3.31530064  0.23073894 -0.12064082  0.        ],"[ 2.3435776  -0.3437665  -1.86942167 -1.70845595 -0.99581603 -0.2871803
  0.        ]","[ 3.0905059  -1.26539393  3.07436067 -3.00273278  0.65712954 -0.92702198
  0.04400505  0.27881268 -0.17622964  0.68353911 -0.37590033  0.48934193
  0.        ]"
tt15488088,[ 2.49967739 -4.48690221],[6.43055278 0.05532597],[4.35723831 0.23474285 0.0117987  0.        ],"[ 2.84440759  1.55336935  0.1802179  -0.01700716 -0.00622525  0.02159837
  0.        ]","[ 2.06018023  0.96274958  0.76336374  0.59194792  0.12300451  0.01373828
  0.00469994 -0.02435467 -0.00751404  0.01365034 -0.00508101  0.01900495
  0.        ]"
tt15574270,[-1.64880159  0.17357152],[ 1.03501937 -0.27013184],[-3.70047918 -1.94474117 -0.02953279  0.        ],"[-0.50734344 -2.80392674 -3.2127644  -0.6961527  -0.41171485 -0.04694556
  0.        ]","[ 0.41846155 -1.34588191  0.55755357 -2.64099941  1.03615965 -1.6955536
  0.88288432 -0.49975407  0.05180396  0.37615743  0.10301616  0.22134734
  0.        ]"
tt1560220,[ 2.77939045 -5.07856885],[4.98959242 0.17669605],[3.2901875  0.78357171 0.1036957  0.        ],"[ 3.95249545  0.57792749 -0.13476924 -0.0685893   0.01928926  0.01164487
  0.        ]","[ 3.84018059 -0.47987102  1.69827346 -0.94501039  0.34104894 -0.50391599
  0.22692677  0.07630788  0.04683987  0.05868355 -0.00767439  0.05655935
  0.        ]"
