id,approximation,detail_level_1,detail_level_2,detail_level_3,detail_level_4
tt28814949,[4.26659848 0.0263259 ],[4.31833722 0.02430564],[ 3.80106512 -0.12221798  0.02750115  0.        ],"[ 3.90074376e+00  3.07487249e-01 -2.95484846e-01  1.34150431e-01
  2.23879186e-02  3.69058183e-03  0.00000000e+00]","[ 3.98647662e+00  1.05393441e+00  6.35168583e-01  1.03182267e-01
 -1.28935167e-02 -1.55299222e-01  4.71502281e-02 -5.68667100e-02
  1.10720184e-03  7.31042644e-03  4.01762876e-03 -9.68537273e-04
  0.00000000e+00]"
tt2883434,[ 2.9189766  -5.35357198],[5.29501306 0.21121748],[2.00951176 1.03045437 0.1579382  0.        ],"[ 2.4684585   0.79669757  0.27271062 -0.11940877 -0.05091739  0.02005128
  0.        ]","[ 4.10602736 -1.17106494  2.3536265  -1.54369916  0.72926017 -0.30299043
  0.04597253  0.04422265  0.00423776  0.11170392  0.01019269  0.05636214
  0.        ]"
tt2883512,[-1.41664488 -2.89619173],[-1.21191132  1.4757171 ],[-3.6211718  -1.26998934 -0.84837563  0.        ],"[-0.75652683 -1.73384093 -2.83144774 -3.26083768 -3.32172077 -0.93691698
  0.        ]","[ 0.16405951 -1.42294381  0.9576457  -2.41467121  2.69136025 -2.72204249
  0.2233414   1.58249976 -0.9312407   2.51798453 -1.24786657  2.29305584
  0.        ]"
tt2906216,[ 2.4951806  -4.65169876],[4.62459062 0.27748561],[3.96569576 0.29092017 0.171872   0.        ],"[ 4.23843648  0.58474118 -0.35348719 -0.53463543 -0.0574291  -0.02923283
  0.        ]","[ 3.94879178e+00 -7.27673978e-01  1.29808400e+00 -7.74318641e-01
  2.87145475e-01 -5.72781847e-01  1.08497713e-01 -2.26359093e-02
  5.92667689e-02  1.48329707e-01  8.33816261e-04  9.32933291e-02
  0.00000000e+00]"
tt2908446,[ 2.34928547 -4.40300303],[4.7438194  0.29120853],[3.4735545  0.53679509 0.24681462 0.        ],"[ 4.18890445  0.63235968 -0.24434414 -0.36169448 -0.21123913 -0.00648429
  0.        ]","[ 4.45011996e+00 -8.91410894e-01  1.58703138e+00 -5.61027348e-01
  2.07156590e-01 -3.33230759e-01  6.03889354e-02  8.76216885e-02
 -2.51465182e-03  2.54358704e-01  1.01380054e-02  7.20321778e-02
  0.00000000e+00]"
tt2911666,[ 2.78781643 -5.12661006],[5.41061729 0.21920394],[2.75828229 0.88910816 0.15104133 0.        ],"[ 3.59752087  1.1557098   0.00829606 -0.06381696 -0.04131964 -0.04350241
  0.        ]","[ 3.53007833 -0.56765517  2.19857277 -0.86748201  0.32913861 -0.40736687
  0.09911579  0.02778593  0.00385355  0.16033124 -0.01421158  0.08698828
  0.        ]"
tt2918436,[ 2.47742196 -4.49473281],[4.90721328 0.11626341],[2.79173696 0.70462249 0.07622657 0.        ],"[ 3.83964273  0.54820245 -0.17802485 -0.0535093   0.0164554  -0.00585088
  0.        ]","[ 4.51880172e+00 -1.21791798e+00  1.86141464e+00 -1.03667810e+00
  2.50995152e-01 -3.88569382e-01  6.08277592e-02  9.01352302e-02
  2.21533094e-03  4.88122701e-02 -1.86468192e-03  3.89425686e-02
  0.00000000e+00]"
tt2932536,[ 3.58489797 -6.61268536],[5.29323624 0.30797153],[2.68894801 1.50581869 0.26902884 0.        ],"[2.81449441 0.85305771 0.32236969 0.13871133 0.09812876 0.02012918
 0.        ]","[ 2.671875   -0.88340689  1.63329963 -0.94896953  0.58354388 -0.3223944
  0.22836443  0.10009995  0.08354109  0.10494227  0.01797508  0.05306723
  0.        ]"
tt2935476,[-1.62984994 -0.54028312],[-0.74716423  0.3702111 ],[-2.42895481  2.20946808 -0.37471888  0.        ],"[-0.75704651 -1.12895888 -3.83752966 -4.13096379 -1.53907306 -0.13776797
  0.        ]","[ 0.23261616 -1.39943632  1.5149184  -2.26203931  0.61375646 -2.04251208
  1.97053839 -0.70578736 -0.12124118  0.83097283 -0.28669543  0.65714427
  0.        ]"
tt2935510,[ 2.61672467 -4.73649918],[5.47611545 0.10869969],[3.31335765 0.57693144 0.0629484  0.        ],"[ 3.47675655  1.22047605  0.06592544 -0.00592176  0.02181661 -0.00934608
  0.        ]","[ 3.77727899 -0.7622802   1.75711406 -0.68090085  0.15337479 -0.20837946
  0.10137349  0.0460913   0.02157387  0.05001627 -0.01092241  0.03892712
  0.        ]"
tt2937696,[-0.27729108 -0.09576417],[-0.77593645  0.57263252],[-0.30878116  1.13668425 -0.31906716  0.        ],"[ 0.90135464  3.93096773  1.3129679   0.97635481 -0.07973435 -0.08819648
  0.        ]","[-1.83887867  0.18865771  0.50836345 -0.81541316  2.9282923  -2.27991307
  4.44030551 -3.05645141  1.99222911 -1.34166975  0.22379635 -0.15532876
  0.        ]"
tt2938956,[ 2.23608839 -3.99179205],[5.6243274  0.02124488],[4.46897042 0.29214262 0.02373676 0.        ],"[ 4.90289009e+00  1.23196884e+00  1.85977281e-01 -5.68003314e-03
  8.53250682e-03  2.11035674e-03  0.00000000e+00]","[ 1.49780126 -0.33732997  1.29561225 -0.1042413   0.09138031  0.03437801
  0.01256122  0.00939882 -0.00161903  0.00751236  0.00196386  0.00181888
  0.        ]"
tt2948356,[ 2.95827291 -0.71850486],[3.06453666 0.55804795],[ 2.53197319 -0.04156813 -0.06371298  0.        ],"[ 3.35616264  0.4603941  -1.52966978 -1.1894373  -1.0493376  -0.51354513
  0.        ]","[ 3.22221375 -1.83084373  3.5503267  -2.81640113  0.59943724 -0.45036029
  0.1932476   0.46379002 -0.42907384  0.99784959 -0.47685334  0.66596221
  0.        ]"
tt2953050,[ 2.83595175 -5.4006445 ],[3.66476705 0.46151036],[3.65351382 0.50001868 0.40297493 0.        ],"[5.21843459 2.09825107 1.36709705 0.95506245 0.15312403 0.01653271
 0.        ]","[-1.59886286  1.19937791 -1.06432581 -0.01075614  1.0909615  -0.13564792
  0.47711909  0.24886713  0.03938792  0.06618906  0.07106111 -0.08201778
  0.        ]"
tt2967224,[ 2.58951781 -4.63100094],[4.9679118  0.03524622],[3.57029395 1.02275435 0.01813346 0.        ],"[ 4.25824328  0.51332092  0.49902066  0.04887827  0.03978565 -0.04929897
  0.        ]","[ 2.82238235 -0.58718584  1.56553046 -0.89172398  0.88348466 -0.24431008
  0.08848241  0.03839504  0.01766599  0.0263783  -0.02029337  0.04351194
  0.        ]"
tt2974918,[ 2.56816804 -0.25022138],[ 2.3630728 -0.0209029],[ 2.91430455  0.13376895 -0.28149554  0.        ],"[ 1.3873671   1.14099388 -3.21103473 -1.45944119 -0.83955465 -0.0734865
  0.        ]","[ 1.06209623  0.61922368  0.67858096 -0.89897432 -0.61085996 -1.03718801
  0.23627685 -0.1658126   0.23656529 -0.05662015  0.00349636  0.14905008
  0.        ]"
tt2975578,[ 2.53109661 -4.56227791],[5.38826137 0.08042221],[4.02365794 0.72834388 0.02874767 0.        ],"[ 4.10685634  0.60937687  0.23562662  0.06983368 -0.00966341 -0.03377066
  0.        ]","[ 3.44672465 -0.09037808  0.98974891 -0.46895855  0.25986992 -0.10923625
  0.12042315  0.0114478   0.01190504  0.04313593 -0.00843363  0.03273972
  0.        ]"
tt2975590,[ 1.97458608 -3.60519762],[4.63513225 0.12191446],[4.01550108 0.27539755 0.10534881 0.        ],"[ 4.60925990e+00  5.94087989e-01  7.85962735e-03 -1.30620788e-01
 -7.81081566e-02  1.50616561e-04  0.00000000e+00]","[ 4.28129436e+00 -3.60713514e-01  1.31190954e+00 -5.49882626e-01
  2.28950991e-01 -1.78786162e-01  3.51487201e-02  1.95691499e-02
  4.13571092e-03  8.76133638e-02  7.51970155e-03  2.60519616e-02
  0.00000000e+00]"
tt2978462,[ 2.45719158 -4.50122288],[4.41420084 0.17084867],[2.27744775 0.66476498 0.16410283 0.        ],"[ 3.93465186  0.5450716  -0.65316648 -0.25459481  0.06687937 -0.01223489
  0.        ]","[ 4.04303423e+00 -1.27968065e+00  2.63159643e+00 -1.07955140e+00
  4.18619901e-01 -9.21202726e-01  9.30773967e-02  2.98617128e-03
  1.02418574e-01  7.00581862e-02 -1.29878440e-02  4.11311850e-02
  0.00000000e+00]"
tt2980210,[ 3.16602899 -5.70640696],[5.62114194 0.10017126],[1.92612369 1.17310409 0.10823171 0.        ],"[ 2.13036158  1.21512744  0.09755794  0.19992887  0.02467516 -0.0065453
  0.        ]","[ 3.12405441 -1.32640447  2.64157126 -1.12126275  0.46581571 -0.47263524
  0.07730306  0.0606647   0.00374912  0.01966028  0.0039689   0.0368513
  0.        ]"
tt2980516,[-1.49634785 -1.38893656],[-1.19861047  1.12692279],[-2.55620196  2.30986414 -0.02550166  0.        ],"[-0.59774668 -0.82026789 -2.18842645 -6.14845384 -2.09997471 -1.24206078
  0.        ]","[ 0.12611995 -1.07083962  0.65258022 -1.30502532 -0.39100021  0.76387877
 -1.47806797  1.37863426 -0.76976732  2.41889241 -1.07538601  1.21360089
  0.        ]"
tt2980648,[ 3.19371266 -0.37499611],[3.46301652 0.29139645],[3.26249133 0.75206914 0.06544932 0.        ],"[ 2.78732058 -0.49168746 -2.26022395 -1.9134424  -0.87223737 -0.45353683
  0.        ]","[ 3.0003982  -0.62714916  2.14179553 -2.18216375  0.25224859 -1.26605522
  1.18051591 -0.06265617 -0.2169064   1.18088988 -0.44021967  0.52716264
  0.        ]"
tt3007512,[ 3.17999713 -5.88771024],[5.1389563 0.3013483],[2.52910615 1.162593   0.27573996 0.        ],"[ 3.38028859  0.07303192  0.10374013 -0.16304664  0.04718265  0.01042115
  0.        ]","[ 3.45143025e+00 -7.95753447e-01  1.56122877e+00 -1.36884962e+00
  5.17013946e-01 -4.85371284e-01  1.13623226e-01 -8.94314388e-02
  1.51816376e-01  1.01297001e-01  1.35407002e-03  5.49201028e-02
  0.00000000e+00]"
tt3014284,[ 2.51764653 -4.72137693],[4.04303806 0.31572112],[2.37225012 1.07545998 0.14524947 0.        ],"[ 3.98158124  0.80914417  0.0598234  -0.43543264 -0.23056313 -0.14914994
  0.        ]","[ 3.85041177 -1.21954431  2.70600323 -1.5012524   1.18701968 -0.82573825
  0.13014557 -0.00882282  0.00542454  0.17992467 -0.00750517  0.17853087
  0.        ]"
tt3014666,[ 2.47124242 -4.48271567],[5.07929929 0.11493748],[3.80960899 0.73283695 0.07925421 0.        ],"[ 4.16834648  0.73858867  0.39813488 -0.03436189  0.08093845 -0.00544497
  0.        ]","[ 2.42916951 -0.99260901  1.28186748 -0.32279737  0.52511708 -0.00794692
  0.02723889  0.03314692  0.01230076  0.04336348 -0.00785841  0.0452243
  0.        ]"
tt30319503,[-1.26147901 -0.6525845 ],[-0.17739727  0.25004617],[-1.70936065  0.81107521  0.30656363  0.        ],"[-0.7764613  -1.8713268  -3.73814086 -3.61988758 -2.2309725  -1.50532833
  0.        ]","[ 0.84883457 -2.43391123  1.7871657  -3.03869489  0.65108568 -1.58652784
  0.47673788  0.0575696  -0.23040158  0.62749875 -0.64833772  0.80902594
  0.        ]"
tt30321095,[-0.52188335 -0.08279353],[-1.85401492  0.07341388],[ 2.95528971  1.10860677 -0.07045034  0.        ],"[-1.73935785  0.6258347   0.18753698 -0.73938604 -0.26971961  0.00207036
  0.        ]","[ 6.41664175e-01 -3.35126088e+00  3.27828333e+00 -2.62088522e+00
 -1.15433605e-01  1.59707097e-01 -1.61928931e-01  7.74094720e-02
 -2.50228175e-02  6.49203586e-02 -1.05760949e-03  7.92024746e-02
  0.00000000e+00]"
tt30395619,[ 1.65056896 -2.94516718],[4.18096914 0.01391448],[4.19787852 0.19009164 0.01119807 0.        ],"[4.96977734e+00 6.27585095e-01 8.67317606e-02 1.17550378e-02
 2.07942862e-03 1.61427441e-03 0.00000000e+00]","[ 4.69909839e+00  6.60041790e-02  7.53926982e-01 -5.42342598e-02
  5.85450165e-02 -1.39453731e-02  9.64759448e-03  7.31640341e-04
  7.51513056e-04  4.44824349e-03  8.27759388e-04  2.31334618e-03
  0.00000000e+00]"
tt3040964,[ 2.65885597 -5.17291311],[4.77862828 0.5735032 ],[2.30126576 0.59266634 0.16985103 0.        ],"[ 3.64560081  0.59151212 -0.32671966 -0.71528535 -0.35051814 -0.25304353
  0.        ]","[ 3.45981649 -1.12184599  2.50080234 -1.78690668  0.71240399 -0.98001701
  0.21565452 -0.01638805  0.01792492  0.32844341 -0.04189425  0.11331815
  0.        ]"
tt3062096,[ 2.4088448  -4.30846721],[5.58249696 0.03352686],[3.61096239 0.58385436 0.01528496 0.        ],"[ 3.94040951  0.54979146  0.28798878  0.03562106 -0.01490569 -0.00526081
  0.        ]","[ 3.76680607e+00 -4.77585507e-01  1.44899591e+00 -6.78354514e-01
  1.63206255e-01 -6.10802829e-02  7.34972098e-02  2.47212716e-02
  2.37104020e-03  2.43538982e-02 -4.87362381e-04  1.60551093e-02
  0.00000000e+00]"
tt3065204,[ 2.61826859 -4.78795054],[5.2973762  0.17132249],[4.17348261 0.60022962 0.13328833 0.        ],"[ 3.96427543  0.58611143  0.14641033  0.06114666 -0.00584722  0.02304028
  0.        ]","[ 3.51807913 -0.25632289  0.89325735 -0.38338055  0.14473308 -0.15370185
  0.09205362  0.03827851  0.01867224  0.05735471  0.01956618  0.02479824
  0.        ]"
tt3068194,[ 1.92205624 -4.60675402],[-4.57792298  1.52969805],[-2.9689523   2.0434956   0.93613682  0.        ],"[-2.71098923e-01 -3.04613188e+00 -8.19994081e-01 -1.34984275e+00
 -6.48024880e-02 -2.08657847e-03  0.00000000e+00]","[ 1.35806973e-01 -6.22747372e-01  7.35334553e-01 -4.17048430e+00
  2.77699044e+00 -2.33910212e+00  3.55814270e-01  3.73328949e-01
  5.19236852e-02  7.88253547e-01 -1.67967772e-03  5.56323892e-01
  0.00000000e+00]"
tt3076658,[ 2.5663105  -5.29769483],[4.35798746 0.94546936],[3.57982419 0.55072697 0.81983932 0.        ],"[ 4.94471548  2.28565951  1.32256321  0.18402821 -0.04634188 -0.0446621
  0.        ]","[-2.20897529  0.98460302 -0.46323508 -0.01747994  1.20651186 -0.00540821
  0.4176315  -0.26983203  0.25992602 -0.31128186  0.12932083 -0.1427166
  0.        ]"
tt3077214,[-1.41721437 -0.48976695],[0.27378823 0.41540724],[-3.02114724  1.0370517  -0.26304105  0.        ],"[-0.44378958 -1.76849725 -3.78077515 -4.00241457 -1.62202852 -0.22096672
  0.        ]","[ 0.22206695 -1.04071237  0.69533216 -2.4317927   0.38793004 -1.8658169
 -0.11422206  0.11085943 -0.02443135  0.78920484 -0.3842117   0.61099478
  0.        ]"
tt3079380,[ 3.14581162 -6.15877352],[4.72682087 0.72799653],[3.07484891 0.87838248 0.49118276 0.        ],"[ 3.57536634  0.49801612 -0.29941468 -0.44052437 -0.08066496  0.01437431
  0.        ]","[ 3.46770441 -0.61809804  1.85002338 -1.1894694   0.5273465  -0.79995471
  0.13983068  0.19072214  0.10318308  0.31963503  0.06333344  0.1885916
  0.        ]"
tt3095734,[ 2.58681962 -4.6810821 ],[5.00077619 0.10580356],[2.6889297  0.86068155 0.09134614 0.        ],"[ 4.84057047  0.99837645 -0.2475175  -0.11658203 -0.03006659 -0.02326206
  0.        ]","[ 1.0177799  -1.01151376  2.69856323 -1.4845525   0.57387885 -0.7803799
  0.1058282  -0.01482522  0.03765031  0.01132194 -0.00331444  0.03759322
  0.        ]"
tt3104956,[ 2.77549477 -4.98538796],[6.22848414 0.06579648],[3.70831859 0.75990146 0.04073254 0.        ],"[ 3.01806354  0.87020559  0.53063147  0.11662149 -0.01041237  0.0085377
  0.        ]","[ 2.95244097e+00  4.42182956e-01  9.63545845e-01 -1.48597025e-01
  1.18111025e-01  7.18225056e-02 -1.65607481e-02  3.69701576e-03
 -1.02491526e-02  3.06324163e-02 -1.11381097e-03  1.87622243e-02
  0.00000000e+00]"
tt3104988,[ 2.12839733 -0.3963176 ],[1.2326215  0.66617455],[ 2.67902726 -0.72362529  0.24130387  0.        ],"[ 1.7314818   2.99924986  3.71904146  0.89936322 -0.31963898 -0.74963994
  0.        ]","[-2.32097474  1.34858218 -0.36352712 -0.18394033  1.51005072 -1.30697353
  1.65747823 -1.26872314  1.09558329 -1.09127074  0.19912387 -0.40555879
  0.        ]"
tt3110958,[ 2.91504284 -5.36791192],[5.24576114 0.23864599],[3.65849098 0.8272584  0.15326884 0.        ],"[ 3.81111317  0.68286019  0.27334029  0.17189793 -0.02170925  0.0298351
  0.        ]","[ 3.54166808  0.01306122  1.2383468  -0.57475565  0.1057702  -0.23022976
  0.22310973  0.04137061  0.03598821  0.06868608  0.03654377  0.03741704
  0.        ]"
tt3125324,[ 2.43136843 -4.36911124],[5.01568638 0.06001517],[2.88048584 0.49515881 0.05274241 0.        ],"[ 4.05250637e+00  4.08990322e-01 -2.78061054e-01 -1.17899997e-01
  3.70845823e-02 -2.43310491e-03  0.00000000e+00]","[ 4.59353604 -0.94450909  1.47993605 -0.89302819  0.22469726 -0.37378181
  0.06272302  0.04670733  0.02666968  0.0131204  -0.00810621  0.0125238
  0.        ]"
tt3152624,[ 3.08422544 -5.89239923],[5.51906835 0.52628373],[3.27417132 0.79858447 0.27253481 0.        ],"[ 3.23424307  0.92542798 -0.14259181 -0.28049162 -0.11267119 -0.08141907
  0.        ]","[ 3.04676217 -0.62544324  1.80366671 -0.79152767  0.32409028 -0.43597657
  0.12952589  0.11907158  0.03397115  0.29804213 -0.04059383  0.24119294
  0.        ]"
tt3168230,[ 1.74409007 -0.77547729],[2.10220486 0.6572985 ],[ 2.09712733 -0.38142342 -0.12164096  0.        ],"[ 1.4063287  -0.46004166 -2.04057356 -1.18576626 -0.77241581 -0.28008958
  0.        ]","[ 2.11655901 -1.73897266  3.54784155 -3.35084935  0.78104395 -1.48043226
  0.22365962  0.24258486 -0.19606529  0.70904274 -0.34894334  0.68338849
  0.        ]"
tt3183660,[ 2.39068559 -4.58873883],[5.66674645 0.43538285],[ 4.53674112  0.50019903 -0.12839628  0.        ],"[ 2.05267842  0.82741331 -0.237897   -0.18281498 -0.08904388  0.03113794
  0.        ]","[ 3.49988152 -1.07626528  2.02880734 -0.95978609  0.28539506 -0.44935353
  0.07040229 -0.0324939   0.03651342 -0.15455608  0.00705998  0.02763797
  0.        ]"
tt3195644,[ 2.4400701  -4.39644131],[4.96590307 0.07526431],[3.94108534 0.72616109 0.07975035 0.        ],"[4.19872948 0.39247619 0.11473484 0.07089681 0.06605522 0.0059628
 0.        ]","[ 4.14241314e+00 -2.73105161e-01  8.69616924e-01 -4.20032709e-01
  1.39209042e-01 -1.10924750e-01  1.28414675e-01  1.33299983e-02
  3.49389709e-02  1.68715462e-02  2.89992537e-03  7.68243773e-03
  0.00000000e+00]"
tt3201736,[ 2.86846642 -5.2690332 ],[5.21440746 0.21797658],[2.74768682 0.77661076 0.23054084 0.        ],"[ 3.30584249  1.22048089  0.17995283 -0.14237414  0.09137725  0.04638179
  0.        ]","[ 3.74184653 -1.06192415  2.12498594 -0.83118785  0.20527638 -0.17952325
  0.05934264  0.03726434  0.03773542  0.08532251  0.02223663  0.01061596
  0.        ]"
tt3203606,[-1.35713198 -0.98065407],[-1.41337639  0.50618645],[-2.25964902  2.80486501 -0.01110484  0.        ],"[-0.44822956 -0.33906494 -1.76142472 -5.80884905 -1.90898242 -1.26708268
  0.        ]","[ 0.16173203 -0.85535276  0.44159889 -0.69324112 -0.52534169  0.53800269
 -1.03300119  1.15269315 -0.67070885  2.34861559 -0.83389353  1.09939231
  0.        ]"
tt3210686,[ 2.43969156 -4.37794049],[4.87331178 0.05234278],[3.29343906 0.60148642 0.03943377 0.        ],"[ 4.43917454  0.8007291  -0.01454725 -0.00497285  0.01408639 -0.04524432
  0.        ]","[ 3.99953146 -0.6060707   1.75482141 -0.69666139  0.34107772 -0.3471357
  0.08283906 -0.01620949  0.01053984  0.03012999 -0.00843647  0.03690425
  0.        ]"
tt3224458,[ 2.96442571 -0.11077582],[2.85704557 0.04550377],[5.01595359 0.2532004  0.0964167  0.        ],"[ 0.9880161  -2.56800261 -0.59629476 -0.5369648   0.1790796   0.10931637
  0.        ]","[ 2.70123616 -1.0284428   1.57365717 -2.34538313  0.58215723 -0.56971523
  0.12001252 -0.14075803  0.05270727  0.08706595  0.14280193  0.14210732
  0.        ]"
tt3228774,[ 2.820422   -5.58118339],[5.24933461 0.72912837],[3.75716147 0.42823287 0.27695017 0.        ],"[ 4.69017515  0.67878855 -0.32698751 -0.45225777 -0.10672324 -0.08815762
  0.        ]","[ 1.80307738 -0.84626419  1.63669445 -0.75505468  0.36385105 -0.50520818
  0.11750691  0.04631209  0.02971864  0.17949495 -0.06237148  0.36905248
  0.        ]"
tt3231010,[ 1.54785683 -1.18090483],[ 1.97786098 -0.21807619],[-0.08869782 -1.09236241 -0.31237977  0.        ],"[ 1.80262177 -0.32772805 -4.53686385 -3.4473695  -1.79994576  2.01192975
  0.        ]","[ 2.74265506 -1.70406917  1.2126994   0.23481552 -1.9072855   0.84599256
 -1.43450855  1.23312542 -1.89578181  2.39882043 -2.07373185  1.7630605
  0.        ]"
tt3231054,[ 2.82919723 -5.37378462],[5.13085233 0.44241513],[2.89017895 0.81330381 0.42739956 0.        ],"[ 3.53701216e+00  8.60715135e-01 -2.13462407e-01 -2.04036494e-01
 -1.46401219e-01 -3.26183249e-05  0.00000000e+00]","[ 3.36521862e+00 -8.76761094e-01  2.27581927e+00 -1.16985324e+00
  4.16958848e-01 -5.42022700e-01  1.55234613e-01 -3.93375717e-02
 -1.67884737e-02  2.26575940e-01  1.13182795e-03  7.63996783e-02
  0.00000000e+00]"
tt3234122,[ 2.93747408 -1.37560859],[3.50157003 1.38235842],[ 2.51892457 -0.71465874  0.03780718  0.        ],"[ 2.66310048 -0.10575636 -1.68607328 -1.12628143 -0.9863092  -0.32323631
  0.        ]","[ 2.95841829 -0.3864391   1.97405753 -2.02792716  0.23867061 -1.00771717
 -0.33980754  0.17351012 -0.35664011  0.57020508 -0.10556248  1.08189812
  0.        ]"
tt3235888,[-1.20756336 -0.50608789],[1.04952213 0.12361357],[-3.59026345 -1.27279706 -0.37817476  0.        ],"[-0.40966582 -2.60068455 -4.75473063 -2.63178858 -1.74688755 -0.21569114
  0.        ]","[ 0.12294345 -0.80213657  0.35216682 -2.74048101  0.77826807 -1.15121741
 -0.0266035   1.31369034 -0.62855028  0.89739954 -0.2888596   0.40793725
  0.        ]"
tt3236120,[-1.53237326 -3.39445986],[-1.95892354  2.01125299],[-3.23443874 -0.36660649 -0.79035464  0.        ],"[-0.93578747 -0.89519385 -2.75747265 -3.54377143 -3.60479465 -1.32500939
  0.        ]","[ 0.15448672 -1.62471695  1.52625081 -2.4778601   0.80635922 -1.7019242
  0.14414082  1.86178998 -1.21860707  2.79059902 -1.35673351  3.05888731
  0.        ]"
tt3263904,[ 2.972522   -5.65568254],[5.21283872 0.47725584],[2.70922293 0.77524259 0.31609266 0.        ],"[ 2.9994971   0.61383973 -0.45393564 -0.47418987 -0.12363365 -0.02993803
  0.        ]","[ 3.69989778 -0.92755188  2.00114988 -1.3787461   0.28411458 -0.64420848
  0.11920919  0.12422146  0.04510593  0.29785765 -0.03222486  0.17553714
  0.        ]"
tt3281548,[ 3.43080724 -6.83519439],[5.66410449 0.94626196],[3.81162059 0.35467271 0.62634786 0.        ],"[ 1.43770504  2.8055158   0.97546455  1.12669757  0.20900525 -0.2445435
  0.        ]","[ 0.36891194  0.0080014   0.12901456  0.20413194  1.02949208  0.02123971
  0.56350005 -0.39398819  0.73299877 -0.50416055  0.02751082 -0.34652667
  0.        ]"
tt3300542,[ 2.77210051 -5.14085945],[5.13610178 0.2734467 ],[2.96946424 0.66758769 0.22547886 0.        ],"[ 3.80041179  0.64206966  0.06172454 -0.20874181 -0.07513647  0.01321457
  0.        ]","[ 3.73188902 -0.80151612  1.80734558 -1.19956637  0.38811065 -0.28803088
  0.09792487  0.08262601  0.02081413  0.16268509  0.02018362  0.05628825
  0.        ]"
tt3315342,[ 2.45298489 -4.57445831],[5.09772737 0.27462379],[3.64971683 0.46759038 0.1501165  0.        ],"[ 4.33282873  0.95954005 -0.09331873 -0.20249788 -0.13764028  0.00460828
  0.        ]","[ 3.49886171 -0.48234022  1.76533391 -0.63249178  0.24932387 -0.37903673
  0.08715198  0.05228392  0.00415935  0.17066126 -0.00564903  0.08283857
  0.        ]"
tt3322364,[ 2.84585124 -5.12956982],[6.37087835 0.09035836],[3.85440464 0.58950786 0.06567527 0.        ],"[ 1.41494146  1.06578984  0.12555616  0.1360827  -0.02820616  0.01584669
  0.        ]","[ 2.48580945 -1.14673516  1.90145794 -0.72538573  0.16889883 -0.09256577
  0.15997552  0.05063594 -0.00431934  0.03229168  0.01615557  0.00836449
  0.        ]"
tt3322940,[ 2.33651938 -4.23387243],[4.97100594 0.10293455],[3.44751813 0.40163227 0.09562819 0.        ],"[ 3.9989146   0.63982708 -0.08802337 -0.19755847 -0.00575906  0.0081002
  0.        ]","[ 4.45069878 -0.97977602  1.61274759 -0.88282524  0.24651005 -0.23972347
  0.03920338  0.11421811  0.01161796  0.0575239   0.00491792  0.01730725
  0.        ]"
tt3332064,[ 2.21148202 -3.9778455 ],[5.02560803 0.05955673],[4.06867248 0.3526267  0.05352037 0.        ],"[ 4.84177867  0.75335788 -0.02674426 -0.04353683 -0.03171637 -0.10212708
  0.        ]","[ 3.23459415e+00 -6.93691102e-01  1.60590180e+00 -6.53618067e-01
  2.83442874e-01 -2.26222499e-01  1.03445159e-01 -8.98966218e-05
 -2.11395138e-02  8.78874617e-02 -1.83556563e-02  6.93954916e-02
  0.00000000e+00]"
tt3348730,[ 2.34734889 -4.23269282],[5.35817586 0.07666472],[3.80817207 0.47672609 0.02600303 0.        ],"[ 3.91115925  0.57388362  0.11564137  0.01701614 -0.04098648 -0.02166953
  0.        ]","[ 3.90260715e+00 -2.75271431e-01  1.42291969e+00 -7.32523707e-01
  2.23768383e-01 -1.80040919e-01  8.20593071e-02  6.17223787e-02
 -1.74641799e-03  5.39979307e-02 -1.01792296e-02  4.08622515e-02
  0.00000000e+00]"
tt3352390,[ 1.96708348 -3.51030034],[5.29908129 0.01705249],[4.59147053 0.07433559 0.01518607 0.        ],"[ 3.99717212  1.36446926  0.0705636  -0.02930241 -0.00666921  0.00439697
  0.        ]","[ 3.78645566e+00 -1.31682855e-01  1.34317902e+00  7.58488723e-02
  5.60056254e-02 -3.40461710e-03  3.58495100e-03  5.79892983e-03
 -4.73648071e-04  9.63156835e-03  1.54696067e-03  1.16456590e-03
  0.00000000e+00]"
tt3369806,[ 3.27011686 -5.9516697 ],[6.08876919 0.17759393],[3.37885825 0.9621944  0.15039853 0.        ],"[2.57867017 0.89721571 0.10535464 0.09765632 0.04947292 0.01600793
 0.        ]","[ 2.82035392 -0.71196743  0.6797998  -0.25611778  0.18945868 -0.22607212
  0.06556787  0.07172259  0.05262311  0.04979082  0.0106185   0.02933949
  0.        ]"
tt3371366,[ 2.6556763  -4.80331269],[5.87082683 0.10557048],[4.28598408 0.50913843 0.09050038 0.        ],"[3.74487176 1.21541058 0.46929779 0.20328372 0.05621352 0.00465969
 0.        ]","[-1.38054814  1.38887035 -0.43367134  0.57409241  0.35241242  0.07302432
  0.18771413  0.00369897  0.07289996 -0.02107304  0.01114734 -0.01329255
  0.        ]"
tt3385516,[ 2.3884631  -4.34475558],[5.22870891 0.1267701 ],[4.43825664 0.40553384 0.10848084 0.        ],"[ 5.10485822  0.83262975  0.00524043 -0.02213259  0.03199875  0.00670246
  0.        ]","[ 2.00075414 -0.19804596  1.21372002 -0.40051932  0.14530519 -0.2097972
  0.07594444  0.02971631  0.03165458  0.0184449   0.00920708  0.02169349
  0.        ]"
