id,0,2,4,6,8,10,12,14,16,18,20,22,24,26,28,30,32,34,36,38,40,42,44,46,48,50,rating,genre,rating_category
tt0062622,2.360906559533692,3.392319440453591,3.563314047657178,0.46575168838029085,0.15219085780100872,1.2214375331187233,-0.11738376695501825,-0.07417545223153124,0.8911874025807783,1.1787949573768859,0.5306702365245807,-0.1663909062404135,-0.6924574418018208,-1.0771599493235382,-0.6741416422709154,0.40811702962473945,0.20918906020220435,-0.8990936048493314,-1.1416541932315907,-0.694649680355713,-0.8914561285970621,-0.4559078300995883,0.5114351111484948,0.8623347145166496,0.13026847226208732,-0.4163061013841174,8.3,"['Adventure', 'Sci-Fi']",High
tt0064816,0.7525678765246723,2.08345729077877,2.3711011319240107,1.7457262136132141,-0.1718993940217227,0.36331849945250594,0.2631440274118749,-0.1275364135465861,0.595150849032252,0.46921722703831586,-0.1976585439750278,-0.36223089089892163,-0.37940365753445837,-0.20624492729279617,-0.4352151490999528,-0.43664621298624756,-0.5268032378228155,-1.0291066619122653,-0.8201713345132349,-0.6069428154553203,-0.5954943043649624,-0.6813581375426462,-0.1819168412257858,-0.041672580368902354,-0.4953198323243314,-0.6842202653152356,7.1,"['Crime', 'Drama', 'Romance']",High
tt0088178,2.4506007005903574,1.7941278830135268,1.6875901460905631,0.24909074777262116,0.3520292368265656,0.2939613712063918,0.41731559400627205,3.0040750416487603,2.964783252411969,1.8938470448068485,0.43465197124204713,0.5126056813385511,0.6204631424801549,0.51154590279934,0.3785237003068447,0.9453152584806176,0.4895005096015983,-0.06603340107074283,-0.16578255659630656,-0.1371685360376052,-0.10557513807621588,-0.26167251857342205,-0.2813784006563013,-0.2618624788776203,-0.4337765541770157,-0.44969322808667767,8.7,"['Documentary', 'Music']",High
tt0145487,3.1147515695977233,-0.16044447295338307,-0.11325514506958972,-0.1502527911680607,-0.5453889511828491,-0.5377478975170203,-0.5642181103579639,3.7962079205548944,0.1043280549582888,0.05851964038759704,0.0002450985747096902,-0.5278486444332959,-0.5150142736409399,-0.551177956405224,3.533986020762716,0.03194112062013573,-0.046310633788954704,-0.10763401558331734,-0.5445604031949882,-0.5573839432946924,-0.559106023426325,0.9054202369469911,1.0307746736986607,-0.2310497583503188,-0.3024890070814414,-0.4412735027213147,7.4,"['Action', 'Adventure', 'Sci-Fi']",High
tt0359950,3.872665248458193,2.110614661712543,1.9674744667455446,2.097168188489204,1.3493493452556926,0.9595498259054179,1.2627760500273852,1.6914312042041781,0.45013388422449696,0.9701257886148361,1.3330306179404734,0.3421552635805788,-0.2655252447394676,-0.1519055682040501,-0.2923839008196094,-0.32497021049657027,0.09399355618890277,0.49625500840807596,-0.09469354462035973,-0.5052892994857414,-0.46619363209347126,-0.48081818282475053,-0.5063953091046909,-0.47964301128007597,-0.3760709933323609,-0.40516607874183397,7.3,"['Adventure', 'Comedy', 'Drama']",High
tt0369610,3.9776347851009968,3.2708060018085146,2.5566144186900694,0.7269586619381759,0.6694031239599962,0.41403966933473346,0.2950077388149926,0.9434219333930882,1.5175388625771593,1.4744200856678102,-0.06425204519034945,0.02557129895070331,-0.18633515624941777,-0.21713551310990048,0.11529070714038349,0.5624682471396515,0.26841276836267103,-0.35365595946957484,-0.2992202227278995,-0.38456283632442007,-0.3439465614928706,-0.159884260549579,-0.14891189720575393,-0.2280907643468145,-0.3591384947697127,-0.466787486226118,6.9,"['Action', 'Adventure', 'Sci-Fi']",Medium High
tt0435651,3.6446255249109445,3.3561723280997193,2.094908139828847,0.39792281167898613,0.6406741505240229,0.21824880058399337,0.16050149900168034,1.1020774416488368,1.7534464917736634,0.6959953647170906,-0.2798470555161954,-0.11154798509985571,-0.3268445895812723,-0.31755670734179087,0.39045473107402234,0.9797352091889916,1.0675097099260125,0.7665303849984191,-0.44988187860728507,-0.5626123098029266,-0.557248286303155,-0.27149882175950846,0.38408023131637115,0.40309512800086106,-0.34792293544657227,-0.5870809451689626,6.4,"['Drama', 'Romance', 'Sci-Fi']",Medium
tt0437086,2.6781023858953446,2.2214019236219125,3.821175990031618,2.901658382498177,1.2587069196252099,0.5289665030439221,0.00262206557647631,-0.04569237989147116,0.5472905203073763,1.471855597184791,0.7298060164559015,-0.3022064180741844,-0.09196678257337117,-0.31657706287535453,-0.312916164177105,0.0009169894704422703,0.5907925473359539,0.1968744113736089,-0.4097973328754329,-0.28222785682099527,-0.38590253260905827,-0.45637722516950513,-0.4301077982561325,-0.21844752121299946,-0.19541750920965376,-0.3920800838266315,7.3,"['Action', 'Adventure', 'Sci-Fi']",High
tt0439572,4.829885433807871,2.943357451744606,2.899739567310764,0.8777156166884129,0.6814721899368686,0.19978387877412418,0.14477581844165877,0.5108405512601685,0.8645948254197453,0.5232822903988875,-0.1070702790566583,0.05102000564490229,-0.1372095944318627,-0.23502740559144666,-0.16220896016800634,-0.053221753012152456,-0.06414991837806172,-0.21925153808670392,-0.24147334311903235,-0.32970372104881357,-0.3513405912800852,-0.3442908075255439,-0.30447104109315065,-0.29827293120496007,-0.3611646372339245,-0.4135985446411377,6.6,"['Action', 'Adventure', 'Fantasy']",Medium High
tt0448115,3.881454613700857,3.6993929565159767,2.402186896027085,0.07415118726118672,0.48345281932083206,-0.023510546699102897,-0.07514030033789287,0.7995381892321576,1.8237181159116154,0.9662627485928803,-0.13558573268182578,0.10744380982132512,-0.17487446043943594,-0.041352073692578435,0.7537438876015949,0.8471667981673128,0.23044495318270472,-0.18294453228819504,-0.2311321262927761,-0.3735635026382555,-0.43744493257626194,-0.3658767977150633,-0.16646855740329736,-0.14721790387457218,-0.3918205271951469,-0.5005481848743116,7.0,"['Action', 'Adventure', 'Comedy']",Medium High
